Invoice Date,Customer Code,Material Code,Actual Volume,Customer Name,Material Description,Total
4/30/2016,100922,143115,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X1830,3
4/30/2016,100922,143116,2,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X1830,2
4/30/2016,100922,143126,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01030X800X2135,5
4/30/2016,100922,143127,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01035X800X2135,5
4/30/2016,100922,143130,5,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2135,16
4/30/2016,100922,143132,2,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X2135,2
4/30/2016,100922,143133,18,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2135,18
4/30/2016,100922,143147,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2440,8
4/30/2016,100922,143150,13,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2440,15
4/30/2016,100922,143168,8,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X2740,10
4/30/2016,100922,143169,9,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X3050,9
4/30/2016,100922,143170,11,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01020X800X3660,11
4/30/2016,100922,143176,5,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01025X800X3050,5
4/30/2016,100922,143214,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X3050,6
4/30/2016,100922,143215,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X840X3660,6
4/30/2016,100922,143218,2,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X840X2740,2
4/30/2016,100922,143306,6,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X2740,6
4/30/2016,100922,143307,15,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01060X840X3050,27
4/30/2016,100922,143322,15,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X840X2740,15
4/30/2016,100922,180187,9,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X3050,9
4/30/2016,100922,187545,24,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X1220X2135,27
4/30/2016,100922,187547,4,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X1220X2740,4
4/30/2016,100922,192797,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X1220X2740,9
4/30/2016,100922,196859,21,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0105X1220X2135,21
4/30/2016,100922,197270,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01063X1220X2135,3
4/30/2016,100922,220719,12,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0104X910X3050,18
4/30/2016,100922,220720,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC0104X910X3660,11
4/30/2016,100922,231213,3,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01050X910X2440,16
4/30/2016,100922,242413,9,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC01045X910X1830,9
4/30/2016,100922,256326,13,BUBNA COMMERCIAL COMPANY,GCSHEETTATGCSGCS1045X910X3050SEC,13
4/30/2016,100922,261015,2,BUBNA COMMERCIAL COMPANY,GCSHEETTATGCSGCS1030X910X4270SEC,2
4/30/2016,100922,436109,4,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC014X1220X2740,4
4/30/2016,100922,442562,9,BUBNA COMMERCIAL COMPANY,GCSHEETTATXGCGC013X1220X3660,9
4/30/2016,102084,143143,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X800X2440,9
4/30/2016,102084,143198,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X800X4270,12
4/30/2016,102084,143224,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01035X800X4270,6
4/30/2016,102084,143230,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01040X800X4270,6
4/30/2016,102084,143307,15,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01060X840X3050,21
4/30/2016,102084,143308,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01060X840X3660,16
4/30/2016,102084,143323,11,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01063X840X3050,11
4/30/2016,102084,180199,11,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01050X1220X3660,27
4/30/2016,102084,187549,74,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X3660,169
4/30/2016,102084,187550,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X4270,40
4/30/2016,102084,220706,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X910X2440,3
4/30/2016,102084,220707,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X910X3050,6
4/30/2016,102084,220708,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X910X3660,3
4/30/2016,102084,436262,9,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0135X1220X3660,15
4/30/2016,103227,143219,4,BMW VENTURES LIMITED,GCSHEETTATXGCGC01050X840X3050,37
4/30/2016,103227,143229,9,BMW VENTURES LIMITED,GCSHEETTATXGCGC01040X800X3660,9
4/30/2016,103227,143230,20,BMW VENTURES LIMITED,GCSHEETTATXGCGC01040X800X4270,23
4/30/2016,103227,143270,3,BMW VENTURES LIMITED,GCSHEETTATXGCGC01050X840X3660,37
4/30/2016,103227,180199,33,BMW VENTURES LIMITED,GCSHEETTATXGCGC01050X1220X3660,40
4/30/2016,103227,186547,15,BMW VENTURES LIMITED,GCSHEETTATXGCGC01050X1220X4270,31
4/30/2016,103227,187546,6,BMW VENTURES LIMITED,GCSHEETTATXGCGC01045X1220X2440,6
4/30/2016,103227,187548,17,BMW VENTURES LIMITED,GCSHEETTATXGCGC01045X1220X3050,77
4/30/2016,103227,187549,12,BMW VENTURES LIMITED,GCSHEETTATXGCGC01045X1220X3660,242
4/30/2016,103227,187550,9,BMW VENTURES LIMITED,GCSHEETTATXGCGC01045X1220X4270,100
4/30/2016,103227,195051,3,BMW VENTURES LIMITED,GCSHEETTATXGCGC01040X1220x3660,68
4/30/2016,103227,207420,2,BMW VENTURES LIMITED,GCSHEETTATGCSGCS1045X840X3050SEC,2
4/30/2016,103227,207423,3,BMW VENTURES LIMITED,GCSHEETTATGCSGCS1050X840X2440SEC,3
4/30/2016,103227,220708,9,BMW VENTURES LIMITED,GCSHEETTATXGCGC01030X910X3660,47
4/30/2016,103227,436262,3,BMW VENTURES LIMITED,GCSHEETTATXGCGC0135X1220X3660,6
4/30/2016,103227,442562,10,BMW VENTURES LIMITED,GCSHEETTATXGCGC013X1220X3660,10
4/30/2016,103374,180187,3,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X3050,77
4/30/2016,103374,180189,7,KAUSALYA AGENCIES,GCSHEETTATXGCGC01060X1220X3050,24
4/30/2016,103374,180199,6,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X3660,78
4/30/2016,103374,182187,6,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X2440,24
4/30/2016,103374,186547,15,KAUSALYA AGENCIES,GCSHEETTATXGCGC01050X1220X4270,33
4/30/2016,103374,187546,6,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X2440,12
4/30/2016,103374,187548,9,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X3050,49
4/30/2016,103374,187549,12,KAUSALYA AGENCIES,GCSHEETTATXGCGC01045X1220X3660,92
4/30/2016,103374,195051,4,KAUSALYA AGENCIES,GCSHEETTATXGCGC01040X1220x3660,19
4/30/2016,103671,143127,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01035X800X2135,9
4/30/2016,103671,143143,7,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01030X800X2440,17
4/30/2016,103671,143168,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01020X800X2740,9
4/30/2016,103671,143169,16,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01020X800X3050,61
4/30/2016,103671,143170,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01020X800X3660,12
4/30/2016,103671,143195,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01030X800X2740,30
4/30/2016,103671,143196,7,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01030X800X3050,29
4/30/2016,103671,143213,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X840X2740,6
4/30/2016,103671,143214,10,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X840X3050,16
4/30/2016,103671,143215,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X840X3660,6
4/30/2016,103671,143228,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01040X800X3050,15
4/30/2016,103671,143229,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01040X800X3660,44
4/30/2016,103671,143231,15,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01040X800X4880,15
4/30/2016,103671,158107,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01050X800X3050,3
4/30/2016,103671,186547,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01050X1220X4270,6
4/30/2016,103671,186548,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01050X1220X4880,12
4/30/2016,103671,187545,4,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X2135,7
4/30/2016,103671,187546,2,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X2440,11
4/30/2016,103671,187547,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X2740,3
4/30/2016,103671,187548,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X3050,3
4/30/2016,103671,187549,9,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X3660,9
4/30/2016,103671,187550,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X4270,3
4/30/2016,103671,220721,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC0104X910X4270,6
4/30/2016,103671,228913,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC01045X1220X4880,15
4/30/2016,103671,436111,11,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC014X1220X4880,14
4/30/2016,103671,462863,6,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGC0122X800X1830,6
4/30/2016,103671,470246,3,BAJRANG STEEL (SALES) CORPORATION,GCSHEETTATXGCGP1225X800X2740,3
4/30/2016,114602,143215,3,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01045X840X3660,14
4/30/2016,114602,143218,3,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X2740,12
4/30/2016,114602,143226,3,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01040X800X2740,11
4/30/2016,114602,143270,12,SAHA STEEL PVT. LTD.,GCSHEETTATXGCGC01050X840X3660,62
4/30/2016,115048,143197,7,SHRI RAM SALES,GCSHEETTATXGCGC01030X800X3660,7
4/30/2016,115048,220708,12,SHRI RAM SALES,GCSHEETTATXGCGC01030X910X3660,12
4/30/2016,115048,220725,5,SHRI RAM SALES,GCSHEETTATXGCGC01035X910X3050,5
4/30/2016,115048,220729,12,SHRI RAM SALES,GCSHEETTATXGCGC0103x910x4270,12
4/30/2016,115190,143222,6,SHEYRUB AGENCIES,GCSHEETTATXGCGC01035X800X3050,13
4/30/2016,115190,175641,17,SHEYRUB AGENCIES,GCSHEETTATXGCGC01063X800X2440,17
4/30/2016,115190,220707,2,SHEYRUB AGENCIES,GCSHEETTATXGCGC01030X910X3050,11
4/30/2016,115190,220719,12,SHEYRUB AGENCIES,GCSHEETTATXGCGC0104X910X3050,51
4/30/2016,115190,220722,6,SHEYRUB AGENCIES,GCSHEETTATXGCGC0104X910X4880,6
4/30/2016,115190,220723,12,SHEYRUB AGENCIES,GCSHEETTATXGCGC01035X910X1830,28
4/30/2016,115190,220725,9,SHEYRUB AGENCIES,GCSHEETTATXGCGC01035X910X3050,50
4/30/2016,115190,221068,6,SHEYRUB AGENCIES,GCSHEETTATXGCGC01050X910X3050,66
4/30/2016,115190,221069,6,SHEYRUB AGENCIES,GCSHEETTATXGCGC01050X910X3660,12
4/30/2016,115190,231213,3,SHEYRUB AGENCIES,GCSHEETTATXGCGC01050X910X2440,21
4/30/2016,115190,231229,3,SHEYRUB AGENCIES,GCSHEETTATXGCGC01050X910X4880,12
4/30/2016,115190,306693,4,SHEYRUB AGENCIES,GCSHEETTATXGCGC0125X910X3050,18
4/30/2016,115190,312040,2,SHEYRUB AGENCIES,GCSHEETGCS1035X8001220X18304880SEC,2
4/30/2016,115190,452646,10,SHEYRUB AGENCIES,GCSHEETGCS1020X8001220X18304880SEC,10
4/30/2016,115190,452657,3,SHEYRUB AGENCIES,GCSHEETTATGCSGCS125X1220,3
4/30/2016,115190,472346,2,SHEYRUB AGENCIES,GCSHEETTATGCSGCS125X910X3050,2
4/30/2016,117061,180187,3,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01050X1220X3050,29
4/30/2016,117061,180199,3,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01050X1220X3660,29
4/30/2016,117061,187548,3,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X3050,37
4/30/2016,117061,187549,6,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X3660,71
4/30/2016,117061,187550,3,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC01045X1220X4270,34
4/30/2016,117061,306693,8,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC0125X910X3050,8
4/30/2016,117061,306694,9,BHARTIA  DISTRIBUTORS PVT. LTD.,GCSHEETTATXGCGC0125X910X2440,9
4/30/2016,117556,180199,6,S C SHETTAR AND SONS,GCSHEETTATXGCGC01050X1220X3660,63
4/30/2016,117556,186547,11,S C SHETTAR AND SONS,GCSHEETTATXGCGC01050X1220X4270,66
4/30/2016,117556,187548,11,S C SHETTAR AND SONS,GCSHEETTATXGCGC01045X1220X3050,37
4/30/2016,117556,187549,12,S C SHETTAR AND SONS,GCSHEETTATXGCGC01045X1220X3660,62
4/30/2016,117556,187550,12,S C SHETTAR AND SONS,GCSHEETTATXGCGC01045X1220X4270,63
4/30/2016,117556,220707,3,S C SHETTAR AND SONS,GCSHEETTATXGCGC01030X910X3050,6
4/30/2016,117556,220708,3,S C SHETTAR AND SONS,GCSHEETTATXGCGC01030X910X3660,3
4/30/2016,117556,220719,22,S C SHETTAR AND SONS,GCSHEETTATXGCGC0104X910X3050,66
4/30/2016,117556,220720,47,S C SHETTAR AND SONS,GCSHEETTATXGCGC0104X910X3660,96
4/30/2016,117556,220721,21,S C SHETTAR AND SONS,GCSHEETTATXGCGC0104X910X4270,36
4/30/2016,117556,220726,15,S C SHETTAR AND SONS,GCSHEETTATXGCGC01035X910X3660,39
4/30/2016,117556,220729,3,S C SHETTAR AND SONS,GCSHEETTATXGCGC0103x910x4270,3
4/30/2016,117556,221068,6,S C SHETTAR AND SONS,GCSHEETTATXGCGC01050X910X3050,33
4/30/2016,117556,221072,9,S C SHETTAR AND SONS,GCSHEETTATXGCGC01060X910X3660,12
4/30/2016,117556,221073,14,S C SHETTAR AND SONS,GCSHEETTATXGCGC01060X910X4270,17
4/30/2016,117556,228913,6,S C SHETTAR AND SONS,GCSHEETTATXGCGC01045X1220X4880,18
4/30/2016,117556,231213,11,S C SHETTAR AND SONS,GCSHEETTATXGCGC01050X910X2440,16
4/30/2016,117556,436231,4,S C SHETTAR AND SONS,GCSHEETTATXGCGC014X1220X3050,7
4/30/2016,117583,143229,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC01040X800X3660,9
4/30/2016,117583,158107,10,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X800X3050,13
4/30/2016,117583,177847,12,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X800X4270,12
4/30/2016,117583,180201,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC01060X1220X3660,13
4/30/2016,117583,182034,8,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X800X4880,12
4/30/2016,117583,186547,45,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X1220X4270,105
4/30/2016,117583,186548,103,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X1220X4880,281
4/30/2016,117583,187549,16,BIHANI ENTERPRISES,GCSHEETTATXGCGC01045X1220X3660,65
4/30/2016,117583,187550,22,BIHANI ENTERPRISES,GCSHEETTATXGCGC01045X1220X4270,54
4/30/2016,117583,192794,6,BIHANI ENTERPRISES,GCSHEETTATXGCGC01063X1220X4270,6
4/30/2016,117583,197523,8,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X800X3660,11
4/30/2016,117583,221068,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X910X3050,3
4/30/2016,117583,221069,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X910X3660,3
4/30/2016,117583,221070,5,BIHANI ENTERPRISES,GCSHEETTATXGCGC01050X910X4270,5
4/30/2016,117583,228914,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC01060X1220X4880,24
4/30/2016,117583,436110,17,BIHANI ENTERPRISES,GCSHEETTATXGCGC014X1220X4270,71
4/30/2016,117583,436111,9,BIHANI ENTERPRISES,GCSHEETTATXGCGC014X1220X4880,27
4/30/2016,117583,436262,3,BIHANI ENTERPRISES,GCSHEETTATXGCGC0135X1220X3660,24
4/30/2016,122331,180199,6,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X1220X3660,26
4/30/2016,122331,187548,3,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X3050,17
4/30/2016,122331,187550,6,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X4270,36
4/30/2016,122331,220721,6,ANISH ENTERPRISE,GCSHEETTATXGCGC0104X910X4270,6
4/30/2016,122331,220722,6,ANISH ENTERPRISE,GCSHEETTATXGCGC0104X910X4880,6
4/30/2016,122331,220726,9,ANISH ENTERPRISE,GCSHEETTATXGCGC01035X910X3660,9
4/30/2016,122331,221069,6,ANISH ENTERPRISE,GCSHEETTATXGCGC01050X910X3660,30
4/30/2016,122331,222758,5,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X910X3050,13
4/30/2016,122331,228913,3,ANISH ENTERPRISE,GCSHEETTATXGCGC01045X1220X4880,11
4/30/2016,122963,186547,41,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01050X1220X4270,239
4/30/2016,122963,186548,12,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01050X1220X4880,257
4/30/2016,122963,187548,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X3050,60
4/30/2016,122963,187549,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X3660,112
4/30/2016,122963,187550,59,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X4270,180
4/30/2016,122963,195051,37,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01040X1220x3660,109
4/30/2016,122963,220706,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X910X2440,6
4/30/2016,122963,220708,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01030X910X3660,6
4/30/2016,122963,220718,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0104X910X2440,9
4/30/2016,122963,220719,9,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0104X910X3050,9
4/30/2016,122963,220720,5,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0104X910X3660,5
4/30/2016,122963,220721,9,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0104X910X4270,17
4/30/2016,122963,220724,9,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01035X910X2440,18
4/30/2016,122963,220726,5,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01035X910X3660,14
4/30/2016,122963,220729,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0103x910x4270,3
4/30/2016,122963,221069,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01050X910X3660,3
4/30/2016,122963,222757,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X910X3660,3
4/30/2016,122963,222758,3,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X910X3050,3
4/30/2016,122963,228368,3,DEVI DAYAL HARI KISHAN,GCSHEETTATGCSGCS1045X1220X3050SEC,3
4/30/2016,122963,228913,61,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC01045X1220X4880,232
4/30/2016,122963,312041,3,DEVI DAYAL HARI KISHAN,GCSHEETCGS1050X8001220X18304880SEC,3
4/30/2016,122963,436110,49,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC014X1220X4270,133
4/30/2016,122963,436111,18,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC014X1220X4880,125
4/30/2016,122963,436262,31,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0135X1220X3660,92
4/30/2016,122963,436290,8,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0135X1220X4270,23
4/30/2016,122963,436291,14,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC0135X1220X4880,41
4/30/2016,122963,442562,6,DEVI DAYAL HARI KISHAN,GCSHEETTATXGCGC013X1220X3660,6
4/30/2016,128543,143197,3,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01030X800X3660,6
4/30/2016,128543,143223,6,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01035X800X3660,6
4/30/2016,128543,143228,3,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X3050,6
4/30/2016,128543,143229,6,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X3660,6
4/30/2016,128543,143230,6,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01040X800X4270,6
4/30/2016,128543,231276,3,VIKRANT IRON PRIVATE LIMITED,GCSHEETTATXGCGC01063X910X3660,3
4/30/2016,150962,143143,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01030X800X2440,3
4/30/2016,150962,143177,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01025X800X3660,3
4/30/2016,150962,143197,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01030X800X3660,6
4/30/2016,150962,143222,6,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01035X800X3050,6
4/30/2016,150962,143223,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01035X800X3660,3
4/30/2016,150962,143228,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01040X800X3050,13
4/30/2016,150962,180187,9,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01050X1220X3050,9
4/30/2016,150962,186547,6,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01050X1220X4270,6
4/30/2016,150962,187548,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01045X1220X3050,3
4/30/2016,150962,192794,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01063X1220X4270,3
4/30/2016,150962,195051,5,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01040X1220x3660,5
4/30/2016,150962,228913,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01045X1220X4880,3
4/30/2016,150962,231275,6,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC01063X910X2440,12
4/30/2016,150962,436262,3,BIHANI INTERNATIONAL PVT LTD.,GCSHEETTATXGCGC0135X1220X3660,3
4/30/2016,158122,180189,3,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01060X1220X3050,52
4/30/2016,158122,180204,3,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01080X1220X3660,25
4/30/2016,158122,187549,9,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01045X1220X3660,9
4/30/2016,158122,220708,4,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01030X910X3660,4
4/30/2016,158122,220720,3,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC0104X910X3660,8
4/30/2016,158122,221068,6,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01050X910X3050,9
4/30/2016,158122,221073,6,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC01060X910X4270,6
4/30/2016,158122,436111,3,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC014X1220X4880,3
4/30/2016,158122,436262,9,WRINKLE DISTRIBUTORS PVT LTD.,GCSHEETTATXGCGC0135X1220X3660,9
4/30/2016,162906,220720,3,MANGLA SONS,GCSHEETTATXGCGC0104X910X3660,15
4/30/2016,162906,221068,21,MANGLA SONS,GCSHEETTATXGCGC01050X910X3050,40
4/30/2016,162906,231213,6,MANGLA SONS,GCSHEETTATXGCGC01050X910X2440,27
4/30/2016,162906,231231,21,MANGLA SONS,GCSHEETTATXGCGC01063X910X3050,33
4/30/2016,162906,231275,13,MANGLA SONS,GCSHEETTATXGCGC01063X910X2440,24
4/30/2016,165873,143143,3,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01030X800X2440,3
4/30/2016,165873,143176,3,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01025X800X3050,3
4/30/2016,165873,143198,8,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01030X800X4270,8
4/30/2016,165873,143223,9,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01035X800X3660,9
4/30/2016,165873,143228,6,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X3050,6
4/30/2016,165873,143229,9,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X3660,9
4/30/2016,165873,143230,9,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X4270,9
4/30/2016,165873,143231,17,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X800X4880,23
4/30/2016,165873,186547,3,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01050X1220X4270,3
4/30/2016,165873,187549,6,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01045X1220X3660,6
4/30/2016,165873,195051,6,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01040X1220x3660,9
4/30/2016,165873,222756,2,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC01045X910X4270,5
4/30/2016,165873,436110,17,FAIRDEAL ENTERPRISES,GCSHEETTATXGCGC014X1220X4270,17
