Invoice Date,Customer Code,Material Code,Total
1/31/2017,856737,143141,3
1/31/2017,856737,143142,11
1/31/2017,856737,143143,9
1/31/2017,856737,143144,8
1/31/2017,856737,143145,5
1/31/2017,856737,143176,3
1/31/2017,856737,143198,15
1/31/2017,856737,143218,4
1/31/2017,856737,143219,18
1/31/2017,856737,143222,19
1/31/2017,856737,143223,10
1/31/2017,856737,143228,43
1/31/2017,856737,503655,3
1/31/2017,856737,503656,3
1/31/2017,856737,503657,3
1/31/2017,856737,503658,3
1/31/2017,856737,503659,9
1/31/2017,868275,143126,4
1/31/2017,868275,143127,3
1/31/2017,868275,143143,4
1/31/2017,868275,143150,3
1/31/2017,868275,143168,3
1/31/2017,868275,143195,5
1/31/2017,868275,143196,6
1/31/2017,868275,143323,3
1/31/2017,868275,184138,2
1/31/2017,868275,452345,6
2/28/2017,100922,143218,18
2/28/2017,100922,220714,8
2/28/2017,100922,231281,8
2/28/2017,100922,503655,7
2/28/2017,100922,503656,15
2/28/2017,100922,503657,9
2/28/2017,100922,503658,9
2/28/2017,100922,503659,6
2/28/2017,100922,503660,3
2/28/2017,103374,180187,24
2/28/2017,103374,180199,30
2/28/2017,103374,182017,6
2/28/2017,103374,186547,12
2/28/2017,103374,442561,6
2/28/2017,114602,143196,26
2/28/2017,114602,143197,46
2/28/2017,114602,143306,6
2/28/2017,115048,143197,22
2/28/2017,115048,180187,5
2/28/2017,115048,187548,11
2/28/2017,115048,187549,44
2/28/2017,115048,187550,26
2/28/2017,115048,195051,26
2/28/2017,115048,220707,21
2/28/2017,115048,220708,21
2/28/2017,115048,220726,9
2/28/2017,115048,220968,6
2/28/2017,115048,228913,25
2/28/2017,115048,306580,19
2/28/2017,115048,306582,13
2/28/2017,115048,306693,15
2/28/2017,115048,436290,10
2/28/2017,115048,442561,10
2/28/2017,115048,442562,12
2/28/2017,160245,180189,6
2/28/2017,160245,436110,6
2/28/2017,160245,436231,14
2/28/2017,160245,436261,34
2/28/2017,160245,436294,22
2/28/2017,162906,220720,3
2/28/2017,162906,221068,54
2/28/2017,162906,222757,12
2/28/2017,162906,231231,34
2/28/2017,162906,231276,21
2/28/2017,165873,143196,6
2/28/2017,165873,143197,12
2/28/2017,165873,143222,12
2/28/2017,165873,143223,15
2/28/2017,165873,143224,3
2/28/2017,817901,182187,9
2/28/2017,817901,187546,9
2/28/2017,817901,187549,9
2/28/2017,817901,220706,9
2/28/2017,817901,220707,48
2/28/2017,817901,220708,44
2/28/2017,817901,220719,9
2/28/2017,817901,220726,6
2/28/2017,100922,143116,13
2/28/2017,100922,143130,33
2/28/2017,100922,143147,40
2/28/2017,100922,143219,32
2/28/2017,100922,143270,23
2/28/2017,100922,143306,6
2/28/2017,100922,242156,3
2/28/2017,100922,242414,6
2/28/2017,114602,143110,9
2/28/2017,114602,143124,28
2/28/2017,114602,143125,15
2/28/2017,114602,143127,37
2/28/2017,114602,143142,19
2/28/2017,114602,143143,44
2/28/2017,114602,143175,17
2/28/2017,114602,143195,24
2/28/2017,114602,143198,22
2/28/2017,114602,143215,2
2/28/2017,114602,143218,14
2/28/2017,114602,143222,52
2/28/2017,114602,143308,2
2/28/2017,114602,220723,4
2/28/2017,114602,220724,20
2/28/2017,114602,220725,15
2/28/2017,114602,220726,23
2/28/2017,114602,220727,7
2/28/2017,114602,220968,14
2/28/2017,114602,221069,3
2/28/2017,114602,221072,4
2/28/2017,114602,221880,10
2/28/2017,114602,503656,6
2/28/2017,114602,503658,10
2/28/2017,114602,503659,11
2/28/2017,114602,503660,11
2/28/2017,114602,1105519,2
2/28/2017,114602,1105520,3
2/28/2017,115048,436261,10
2/28/2017,117061,220718,5
2/28/2017,117061,220719,9
2/28/2017,117061,220720,6
2/28/2017,117061,220721,3
2/28/2017,117061,1136899,2
2/28/2017,117061,1136900,17
2/28/2017,117061,1136901,9
2/28/2017,150962,143196,6
2/28/2017,150962,143223,6
2/28/2017,150962,180187,3
2/28/2017,150962,180190,3
2/28/2017,150962,221068,3
2/28/2017,150962,231231,3
2/28/2017,150962,231276,6
2/28/2017,150962,436231,6
2/28/2017,150962,436259,4
2/28/2017,150962,436261,3
2/28/2017,150962,436294,6
2/28/2017,150962,442561,6
2/28/2017,150962,442562,3
2/28/2017,165873,222755,3
2/28/2017,165873,222756,6
2/28/2017,165873,222757,3
2/28/2017,165873,222758,3
2/28/2017,813502,180187,9
2/28/2017,813502,180189,6
2/28/2017,813502,180201,3
2/28/2017,813502,182187,3
2/28/2017,813502,184006,6
2/28/2017,813502,187546,16
2/28/2017,813502,220706,12
2/28/2017,813502,220707,14
2/28/2017,813502,220708,56
2/28/2017,813502,220725,18
2/28/2017,813502,220726,23
2/28/2017,813502,306693,11
2/28/2017,813502,306694,29
2/28/2017,813502,436261,8
2/28/2017,813502,436294,9
2/28/2017,813502,442282,12
2/28/2017,813502,442562,29
2/28/2017,100922,143110,7
2/28/2017,100922,143111,9
2/28/2017,100922,143133,8
2/28/2017,100922,143141,6
2/28/2017,100922,143150,2
2/28/2017,100922,143168,6
2/28/2017,100922,143169,7
2/28/2017,100922,143170,3
2/28/2017,100922,143307,12
2/28/2017,100922,143308,6
2/28/2017,100922,180187,17
2/28/2017,100922,180189,8
2/28/2017,100922,180199,14
2/28/2017,100922,187546,3
2/28/2017,100922,187548,3
2/28/2017,100922,195051,9
2/28/2017,100922,220705,8
2/28/2017,100922,220708,5
2/28/2017,100922,220724,9
2/28/2017,100922,220725,6
2/28/2017,100922,220948,6
2/28/2017,100922,242413,6
2/28/2017,100922,436231,12
2/28/2017,100922,436258,3
2/28/2017,100922,436259,9
2/28/2017,100922,436260,11
2/28/2017,100922,436261,3
2/28/2017,100922,436262,3
2/28/2017,103374,180189,11
2/28/2017,103374,187548,19
2/28/2017,103374,187549,21
2/28/2017,103374,220719,6
2/28/2017,103374,220725,12
2/28/2017,103374,220726,13
2/28/2017,103374,436110,10
2/28/2017,103374,436261,3
2/28/2017,103374,436262,12
2/28/2017,103374,436290,11
2/28/2017,103374,436294,4
2/28/2017,103374,442560,3
2/28/2017,103374,442562,21
2/28/2017,114602,143112,27
2/28/2017,114602,143126,50
2/28/2017,114602,143130,8
2/28/2017,114602,143144,49
2/28/2017,114602,143145,53
2/28/2017,114602,143147,3
2/28/2017,114602,143149,5
2/28/2017,114602,143176,32
2/28/2017,114602,143177,17
2/28/2017,114602,143178,15
2/28/2017,114602,143219,15
2/28/2017,114602,143221,28
2/28/2017,114602,143223,84
2/28/2017,114602,143270,35
2/28/2017,114602,180201,6
2/28/2017,114602,187548,3
2/28/2017,114602,187549,7
2/28/2017,114602,436262,18
2/28/2017,114602,503655,8
2/28/2017,122875,180199,8
2/28/2017,122875,186547,18
2/28/2017,122875,186548,6
2/28/2017,122875,187548,9
2/28/2017,122875,187549,11
2/28/2017,122875,187550,14
2/28/2017,122875,195051,3
2/28/2017,122875,220706,3
2/28/2017,122875,220729,3
2/28/2017,122875,228913,5
2/28/2017,122875,306582,3
2/28/2017,122875,306693,4
2/28/2017,122875,436110,3
2/28/2017,122875,436231,3
2/28/2017,128543,180199,8
2/28/2017,128543,180202,8
2/28/2017,128543,187548,6
2/28/2017,128543,195051,6
2/28/2017,128543,436110,3
2/28/2017,128543,436262,6
2/28/2017,165873,143176,3
2/28/2017,165873,143177,3
2/28/2017,165873,143198,11
2/28/2017,165873,187548,9
2/28/2017,165873,187550,3
2/28/2017,165873,231231,3
2/28/2017,165873,436110,7
2/28/2017,165873,436111,7
2/28/2017,165873,436231,5
2/28/2017,813502,436110,13
2/28/2017,813502,436231,12
2/28/2017,813502,442560,6
2/28/2017,817901,180187,8
2/28/2017,817901,180189,8
2/28/2017,817901,180199,11
2/28/2017,817901,180201,9
2/28/2017,817901,184006,9
2/28/2017,817901,187548,18
2/28/2017,817901,187550,17
2/28/2017,817901,222758,3
2/28/2017,817901,228913,6
2/28/2017,817901,306694,8
2/28/2017,817901,436261,3
2/28/2017,817901,436262,24
2/28/2017,817901,442561,13
2/28/2017,817901,442562,3
2/28/2017,847471,180187,5
2/28/2017,847471,180201,3
2/28/2017,847471,184006,3
2/28/2017,847471,186547,6
2/28/2017,847471,186548,3
2/28/2017,847471,187546,3
2/28/2017,847471,187550,3
2/28/2017,847471,220708,18
2/28/2017,847471,220719,15
2/28/2017,847471,220720,6
2/28/2017,847471,220721,6
2/28/2017,847471,222757,9
2/28/2017,847471,228913,5
2/28/2017,847471,436262,2
2/28/2017,868275,143112,3
2/28/2017,868275,143115,6
2/28/2017,868275,143126,5
2/28/2017,868275,143215,9
2/28/2017,868275,143222,24
2/28/2017,868275,143223,2
2/28/2017,100922,143126,17
2/28/2017,100922,143143,8
2/28/2017,100922,143146,5
2/28/2017,100922,143213,3
2/28/2017,100922,180202,6
2/28/2017,100922,186547,21
2/28/2017,100922,187547,4
2/28/2017,100922,192794,3
2/28/2017,100922,220726,2
2/28/2017,100922,220968,2
2/28/2017,100922,222757,3
2/28/2017,100922,222759,5
2/28/2017,100922,223608,6
2/28/2017,100922,231278,2
2/28/2017,100922,231280,6
2/28/2017,100922,470245,9
2/28/2017,103374,195051,11
2/28/2017,103374,220720,13
2/28/2017,114602,143128,24
2/28/2017,114602,143141,7
2/28/2017,114602,143168,9
2/28/2017,114602,143169,13
2/28/2017,114602,143170,12
2/28/2017,114602,143171,7
2/28/2017,114602,143226,27
2/28/2017,114602,143228,31
2/28/2017,114602,143229,15
2/28/2017,114602,180187,4
2/28/2017,114602,180199,12
2/28/2017,114602,182017,2
2/28/2017,114602,186547,6
2/28/2017,114602,187550,6
2/28/2017,114602,436290,5
2/28/2017,114602,503657,9
2/28/2017,115048,143170,25
2/28/2017,115048,186547,6
2/28/2017,117061,220707,20
2/28/2017,117061,220708,18
2/28/2017,117061,220725,6
2/28/2017,122331,180199,11
2/28/2017,122331,187548,6
2/28/2017,122331,187549,21
2/28/2017,122331,187550,21
2/28/2017,122331,195051,21
2/28/2017,122331,220722,3
2/28/2017,122331,221068,8
2/28/2017,122331,221069,6
2/28/2017,122331,221070,3
2/28/2017,122331,222757,6
2/28/2017,122331,228913,12
2/28/2017,122331,306694,3
2/28/2017,122331,436111,6
2/28/2017,122331,436231,6
2/28/2017,122875,143141,4
2/28/2017,122875,143169,6
2/28/2017,122875,143170,12
2/28/2017,122875,220707,7
2/28/2017,122875,221069,3
2/28/2017,122875,222757,6
2/28/2017,122875,231229,2
2/28/2017,128543,143178,3
2/28/2017,128543,180187,5
2/28/2017,128543,186548,3
2/28/2017,128543,187549,6
2/28/2017,128543,187550,3
2/28/2017,128543,228913,6
2/28/2017,128543,436111,3
2/28/2017,128543,442649,3
2/28/2017,150962,143145,5
2/28/2017,150962,143198,6
2/28/2017,150962,231232,3
2/28/2017,150962,231275,6
2/28/2017,150962,262566,3
2/28/2017,160245,180201,6
2/28/2017,160245,182187,20
2/28/2017,160245,184006,16
2/28/2017,160245,195051,34
2/28/2017,160245,436259,26
2/28/2017,160245,436262,30
2/28/2017,160245,442562,24
2/28/2017,162906,220718,3
2/28/2017,162906,220719,15
2/28/2017,162906,220724,4
2/28/2017,162906,220725,12
2/28/2017,162906,220726,10
2/28/2017,162906,221069,29
2/28/2017,162906,222758,9
2/28/2017,162906,222759,8
2/28/2017,162906,231213,16
2/28/2017,162906,231275,10
2/28/2017,165873,143228,9
2/28/2017,165873,195051,24
2/28/2017,813502,180199,7
2/28/2017,813502,186547,7
2/28/2017,813502,187548,4
2/28/2017,813502,187549,3
2/28/2017,813502,192403,4
2/28/2017,813502,195051,9
2/28/2017,813502,306580,12
2/28/2017,813502,306582,15
2/28/2017,813502,436262,6
2/28/2017,813502,436290,12
2/28/2017,813502,442561,7
2/28/2017,817901,186547,5
2/28/2017,817901,186548,3
2/28/2017,817901,220729,15
2/28/2017,817901,442560,6
2/28/2017,847471,220718,3
2/28/2017,847471,221070,3
2/28/2017,856737,143218,6
2/28/2017,856737,143219,9
2/28/2017,868275,143144,15
2/28/2017,100922,143113,5
2/28/2017,100922,143125,3
2/28/2017,100922,143144,3
2/28/2017,100922,143195,9
2/28/2017,100922,143221,3
2/28/2017,100922,143222,7
2/28/2017,100922,143223,2
2/28/2017,100922,196860,12
2/28/2017,100922,220719,9
2/28/2017,100922,220969,3
2/28/2017,100922,221068,4
2/28/2017,100922,436109,9
2/28/2017,100922,436294,6
2/28/2017,114602,143113,14
2/28/2017,117061,143169,9
2/28/2017,117061,143170,9
2/28/2017,117061,180187,9
2/28/2017,117061,180189,9
2/28/2017,117061,180199,10
2/28/2017,117061,180201,9
2/28/2017,117061,182187,2
2/28/2017,117061,184006,8
2/28/2017,117061,186547,10
2/28/2017,117061,187548,9
2/28/2017,117061,187549,12
2/28/2017,117061,195051,9
2/28/2017,117061,220706,6
2/28/2017,117061,306582,3
2/28/2017,117061,306693,6
2/28/2017,117061,306694,5
2/28/2017,117061,436110,14
2/28/2017,117061,436231,5
2/28/2017,117061,436261,3
2/28/2017,117061,436290,15
2/28/2017,117061,436294,6
2/28/2017,117061,442560,6
2/28/2017,117061,442562,6
2/28/2017,122331,186547,6
2/28/2017,122331,220720,6
2/28/2017,122331,220721,3
2/28/2017,122331,436110,21
2/28/2017,122875,180187,6
2/28/2017,122875,220719,3
2/28/2017,122875,220720,6
2/28/2017,122875,220721,3
2/28/2017,122875,220725,3
2/28/2017,150962,143144,6
2/28/2017,150962,143197,6
2/28/2017,150962,143228,2
2/28/2017,150962,222755,3
2/28/2017,150962,222756,3
2/28/2017,150962,222757,3
2/28/2017,160245,143176,3
2/28/2017,160245,180199,18
2/28/2017,160245,182017,8
2/28/2017,160245,187546,13
2/28/2017,160245,187549,18
2/28/2017,160245,228913,9
2/28/2017,160245,306582,3
2/28/2017,160245,306693,3
2/28/2017,160245,306694,3
2/28/2017,160245,436111,3
2/28/2017,160245,442282,10
2/28/2017,160245,442560,4
2/28/2017,160245,442561,3
2/28/2017,813502,187550,6
2/28/2017,813502,220720,6
2/28/2017,813502,228913,6
2/28/2017,817901,195051,3
2/28/2017,817901,306580,6
2/28/2017,856737,143197,3
2/28/2017,856737,143223,4
2/28/2017,856737,143270,6
2/28/2017,856737,143324,6
2/28/2017,868275,143221,3
2/28/2017,868275,158114,3
2/28/2017,868275,177755,9
2/28/2017,868275,177760,4
2/28/2017,868275,184139,3
2/28/2017,868275,452201,2
2/28/2017,868275,452324,1
2/28/2017,879490,306582,3
2/28/2017,879490,306693,6
2/28/2017,879490,306694,6
2/28/2017,879490,436111,3
2/28/2017,879490,436290,3
2/28/2017,879490,436291,3
2/28/2017,879490,442649,3
3/31/2017,122331,186547,15
3/31/2017,122331,187548,8
3/31/2017,122331,187550,18
3/31/2017,122331,195051,21
3/31/2017,122331,436110,16
3/31/2017,122331,436111,9
3/31/2017,150962,180190,12
3/31/2017,150962,180202,15
3/31/2017,150962,187549,6
3/31/2017,150962,442282,3
3/31/2017,150962,442649,4
3/31/2017,160245,228914,6
3/31/2017,160245,436110,44
3/31/2017,160245,442561,12
3/31/2017,165873,143196,5
3/31/2017,165873,143197,6
3/31/2017,165873,143198,5
3/31/2017,165873,143224,3
3/31/2017,165873,143231,17
3/31/2017,165873,220720,18
3/31/2017,165873,220721,12
3/31/2017,165873,220722,30
3/31/2017,817901,220706,15
3/31/2017,817901,220729,23
3/31/2017,847471,220706,17
3/31/2017,847471,220707,33
3/31/2017,847471,220708,53
3/31/2017,847471,220719,15
3/31/2017,847471,220720,17
3/31/2017,847471,220721,9
3/31/2017,847471,220729,11
3/31/2017,847471,221070,3
3/31/2017,847471,222757,3
3/31/2017,100922,143110,6
3/31/2017,100922,143119,6
3/31/2017,100922,143126,7
3/31/2017,100922,143130,16
3/31/2017,100922,143141,10
3/31/2017,100922,143169,9
3/31/2017,100922,143322,9
3/31/2017,100922,143323,20
3/31/2017,100922,182017,8
3/31/2017,100922,182187,8
3/31/2017,100922,187546,11
3/31/2017,100922,187547,6
3/31/2017,100922,187548,21
3/31/2017,100922,196859,9
3/31/2017,100922,220705,14
3/31/2017,100922,220706,15
3/31/2017,100922,220707,20
3/31/2017,100922,220718,18
3/31/2017,100922,220719,16
3/31/2017,100922,220720,18
3/31/2017,100922,220724,11
3/31/2017,100922,220726,22
3/31/2017,100922,220947,12
3/31/2017,100922,220948,12
3/31/2017,100922,220969,16
3/31/2017,100922,223608,12
3/31/2017,114602,143113,25
3/31/2017,114602,143125,15
3/31/2017,114602,143126,3
3/31/2017,114602,143143,31
3/31/2017,114602,143176,8
3/31/2017,114602,143177,17
3/31/2017,114602,143197,24
3/31/2017,114602,143221,11
3/31/2017,114602,143222,50
3/31/2017,114602,143223,41
3/31/2017,114602,143224,23
3/31/2017,114602,143226,9
3/31/2017,114602,143228,29
3/31/2017,114602,143229,17
3/31/2017,114602,143270,11
3/31/2017,114602,143323,4
3/31/2017,114602,143324,5
3/31/2017,114602,180187,6
3/31/2017,114602,180199,9
3/31/2017,114602,182187,3
3/31/2017,114602,187548,11
3/31/2017,114602,192797,9
3/31/2017,115048,186547,15
3/31/2017,115048,306582,19
3/31/2017,115048,436259,9
3/31/2017,115048,436261,6
3/31/2017,115048,436262,20
3/31/2017,115048,436290,15
3/31/2017,115048,442282,9
3/31/2017,115048,442562,16
3/31/2017,117061,180199,51
3/31/2017,117061,186547,33
3/31/2017,117061,436231,25
3/31/2017,117061,442282,8
3/31/2017,117061,442561,6
3/31/2017,160245,143177,3
3/31/2017,160245,180187,24
3/31/2017,160245,180199,54
3/31/2017,160245,182187,21
3/31/2017,160245,184006,3
3/31/2017,160245,187546,12
3/31/2017,160245,187549,49
3/31/2017,160245,187550,6
3/31/2017,160245,195051,29
3/31/2017,160245,228913,8
3/31/2017,160245,306582,3
3/31/2017,160245,306693,3
3/31/2017,160245,436111,12
3/31/2017,160245,436231,30
3/31/2017,160245,436259,6
3/31/2017,160245,436261,26
3/31/2017,160245,436262,27
3/31/2017,160245,436294,15
3/31/2017,160245,442282,12
3/31/2017,160245,442562,19
3/31/2017,162906,220718,13
3/31/2017,162906,220719,21
3/31/2017,162906,220720,24
3/31/2017,162906,220721,12
3/31/2017,162906,222758,18
3/31/2017,162906,231213,24
3/31/2017,162906,231275,21
3/31/2017,162906,231276,33
3/31/2017,165873,143229,12
3/31/2017,165873,187549,9
3/31/2017,165873,187550,11
3/31/2017,165873,195051,5
3/31/2017,165873,220719,11
3/31/2017,165873,222757,3
3/31/2017,165873,222758,3
3/31/2017,165873,228913,12
3/31/2017,165873,436110,9
3/31/2017,165873,436111,35
3/31/2017,165873,436231,6
3/31/2017,813502,220718,14
3/31/2017,813502,220719,36
3/31/2017,813502,220720,40
3/31/2017,813502,221071,3
3/31/2017,813502,231276,9
3/31/2017,813502,306580,3
3/31/2017,813502,306693,7
3/31/2017,813502,436261,11
3/31/2017,813502,436290,5
3/31/2017,813502,442560,9
3/31/2017,817901,187549,3
3/31/2017,817901,187550,6
3/31/2017,817901,220707,15
3/31/2017,817901,220708,6
3/31/2017,817901,220719,6
3/31/2017,817901,220720,39
3/31/2017,817901,220721,13
3/31/2017,817901,220726,3
3/31/2017,817901,221071,6
3/31/2017,817901,221072,7
3/31/2017,817901,222758,3
3/31/2017,817901,228913,14
3/31/2017,817901,306580,4
3/31/2017,817901,306582,25
3/31/2017,817901,306694,11
3/31/2017,817901,436262,3
3/31/2017,817901,436290,9
3/31/2017,847471,180199,10
3/31/2017,847471,186547,6
3/31/2017,847471,187549,21
3/31/2017,847471,187550,9
3/31/2017,847471,436262,7
3/31/2017,847471,436290,3
3/31/2017,868275,143113,5
3/31/2017,868275,143127,23
3/31/2017,868275,143143,16
3/31/2017,868275,143146,3
3/31/2017,868275,143195,16
3/31/2017,868275,143196,38
3/31/2017,100922,143111,11
3/31/2017,100922,143124,6
3/31/2017,100922,143125,12
3/31/2017,100922,143129,3
3/31/2017,100922,143143,10
3/31/2017,100922,143144,15
3/31/2017,100922,143146,9
3/31/2017,100922,143149,7
3/31/2017,100922,143150,18
3/31/2017,100922,143168,9
3/31/2017,100922,143170,9
3/31/2017,100922,143175,6
3/31/2017,100922,143176,11
3/31/2017,100922,143177,3
3/31/2017,100922,143195,15
3/31/2017,100922,143196,30
3/31/2017,100922,143197,19
3/31/2017,100922,143213,9
3/31/2017,100922,143214,9
3/31/2017,100922,143218,6
3/31/2017,100922,143219,6
3/31/2017,100922,143221,10
3/31/2017,100922,143306,12
3/31/2017,100922,143307,12
3/31/2017,100922,143308,12
3/31/2017,100922,177760,3
3/31/2017,100922,180187,12
3/31/2017,100922,180199,9
3/31/2017,100922,180201,12
3/31/2017,100922,184139,6
3/31/2017,100922,187545,6
3/31/2017,100922,187549,12
3/31/2017,100922,192797,6
3/31/2017,100922,195051,3
3/31/2017,100922,197272,12
3/31/2017,100922,220708,19
3/31/2017,100922,220714,9
3/31/2017,100922,220725,15
3/31/2017,100922,220968,9
3/31/2017,100922,221069,12
3/31/2017,100922,222757,7
3/31/2017,100922,222758,20
3/31/2017,100922,222759,10
3/31/2017,100922,231556,9
3/31/2017,100922,436261,6
3/31/2017,100922,436262,6
3/31/2017,100922,436293,8
3/31/2017,100922,436294,3
3/31/2017,100922,503656,15
3/31/2017,100922,503659,16
3/31/2017,100922,503660,15
3/31/2017,103374,180187,34
3/31/2017,103374,187548,66
3/31/2017,103374,187549,56
3/31/2017,103374,436261,32
3/31/2017,114602,180189,13
3/31/2017,114602,184006,13
3/31/2017,114602,186547,9
3/31/2017,114602,187550,8
3/31/2017,114602,503656,12
3/31/2017,114602,503657,17
3/31/2017,114602,503658,13
3/31/2017,115048,180201,14
3/31/2017,115048,187547,6
3/31/2017,115048,220708,26
3/31/2017,115048,220725,9
3/31/2017,115048,220726,12
3/31/2017,115048,436110,14
3/31/2017,115048,442561,7
3/31/2017,122875,220727,6
3/31/2017,122875,220729,3
3/31/2017,122875,221071,6
3/31/2017,122875,221073,5
3/31/2017,122875,222756,6
3/31/2017,122875,222757,6
3/31/2017,128543,180190,7
3/31/2017,128543,180199,23
3/31/2017,128543,180202,8
3/31/2017,128543,186547,22
3/31/2017,128543,186548,17
3/31/2017,128543,187548,5
3/31/2017,128543,187549,9
3/31/2017,128543,187550,11
3/31/2017,128543,192403,6
3/31/2017,128543,192794,5
3/31/2017,128543,195051,5
3/31/2017,128543,228913,5
3/31/2017,128543,436111,3
3/31/2017,128543,436262,7
3/31/2017,128543,436290,4
3/31/2017,128543,442561,6
3/31/2017,128543,442562,3
3/31/2017,160245,187548,17
3/31/2017,162906,220707,9
3/31/2017,162906,220708,12
3/31/2017,165873,143178,3
3/31/2017,165873,187548,6
3/31/2017,813502,180189,9
3/31/2017,813502,180199,21
3/31/2017,813502,184006,3
3/31/2017,813502,195051,15
3/31/2017,813502,207350,3
3/31/2017,813502,207398,3
3/31/2017,856737,143111,5
3/31/2017,856737,143125,18
3/31/2017,856737,143128,3
3/31/2017,856737,143141,20
3/31/2017,856737,143168,41
3/31/2017,856737,143169,6
3/31/2017,856737,143170,22
3/31/2017,856737,143171,6
3/31/2017,856737,143175,38
3/31/2017,856737,143176,38
3/31/2017,856737,143177,21
3/31/2017,856737,143178,6
3/31/2017,856737,143195,14
3/31/2017,856737,143196,18
3/31/2017,856737,143218,6
3/31/2017,856737,143228,3
3/31/2017,856737,436241,3
3/31/2017,856737,436258,2
3/31/2017,856737,503657,12
3/31/2017,856737,503658,16
3/31/2017,856737,503659,12
3/31/2017,868275,143197,15
3/31/2017,868275,452344,3
3/31/2017,868275,458839,6
3/31/2017,879490,187548,3
3/31/2017,879490,195051,3
3/31/2017,879490,228913,6
3/31/2017,879490,436111,3
3/31/2017,879490,436290,6
3/31/2017,879490,436291,9
3/31/2017,879490,442282,3
3/31/2017,879490,442562,3
3/31/2017,879490,442649,6
3/31/2017,100922,143112,9
3/31/2017,100922,143113,5
3/31/2017,100922,143132,6
3/31/2017,100922,143215,6
3/31/2017,100922,180190,15
3/31/2017,100922,436292,3
3/31/2017,100922,503655,2
3/31/2017,100922,503657,14
3/31/2017,100922,503658,9
3/31/2017,103374,180189,5
3/31/2017,103374,180199,40
3/31/2017,103374,184006,19
3/31/2017,103374,187550,19
3/31/2017,103374,195051,16
3/31/2017,103374,220719,22
3/31/2017,103374,436231,31
3/31/2017,103374,442562,25
3/31/2017,114602,143127,15
3/31/2017,114602,143128,1
3/31/2017,114602,143144,24
3/31/2017,114602,143149,12
3/31/2017,114602,143168,15
3/31/2017,114602,143169,11
3/31/2017,114602,143170,6
3/31/2017,114602,143175,9
3/31/2017,114602,143178,15
3/31/2017,114602,143195,8
3/31/2017,114602,143196,13
3/31/2017,114602,143218,3
3/31/2017,114602,180201,3
3/31/2017,114602,187546,9
3/31/2017,114602,187547,3
3/31/2017,114602,187549,15
3/31/2017,114602,220726,10
3/31/2017,114602,220727,7
3/31/2017,114602,221880,5
3/31/2017,114602,222757,6
3/31/2017,115048,180189,14
3/31/2017,115048,180199,10
3/31/2017,115048,195051,10
3/31/2017,115048,436231,14
3/31/2017,117061,180187,21
3/31/2017,117061,182187,6
3/31/2017,117061,195051,33
3/31/2017,117061,436110,12
3/31/2017,117061,436261,6
3/31/2017,117061,436294,23
3/31/2017,117061,442560,3
3/31/2017,122331,180199,38
3/31/2017,122331,187549,31
3/31/2017,122331,220707,3
3/31/2017,122331,220720,14
3/31/2017,122331,220721,9
3/31/2017,122331,221068,6
3/31/2017,122331,221069,6
3/31/2017,122331,222756,6
3/31/2017,122331,222757,6
3/31/2017,122875,220706,6
3/31/2017,122875,220719,3
3/31/2017,122875,220721,6
3/31/2017,122875,220724,3
3/31/2017,122875,220725,3
3/31/2017,122875,220726,6
3/31/2017,122875,221068,3
3/31/2017,122875,231229,3
3/31/2017,128543,143143,9
3/31/2017,128543,143196,12
3/31/2017,128543,143197,11
3/31/2017,128543,143198,6
3/31/2017,128543,143214,3
3/31/2017,128543,143215,6
3/31/2017,128543,143216,3
3/31/2017,128543,143217,3
3/31/2017,128543,143228,15
3/31/2017,128543,143229,11
3/31/2017,128543,143272,3
3/31/2017,128543,143324,4
3/31/2017,128543,221068,6
3/31/2017,150962,143178,3
3/31/2017,150962,180187,5
3/31/2017,150962,186547,9
3/31/2017,150962,187546,6
3/31/2017,150962,187550,6
3/31/2017,150962,192794,6
3/31/2017,150962,192795,3
3/31/2017,150962,221069,6
3/31/2017,150962,221070,6
3/31/2017,150962,222756,6
3/31/2017,150962,222757,9
3/31/2017,150962,222758,6
3/31/2017,150962,222759,3
3/31/2017,150962,228913,6
3/31/2017,150962,231213,3
3/31/2017,150962,436261,3
3/31/2017,150962,436262,3
3/31/2017,150962,442560,3
3/31/2017,160245,186547,33
3/31/2017,160245,436290,2
3/31/2017,162906,220706,3
3/31/2017,162906,220724,3
3/31/2017,162906,220725,6
3/31/2017,162906,220726,3
3/31/2017,162906,221068,32
3/31/2017,162906,221069,15
3/31/2017,162906,222757,6
3/31/2017,162906,222759,5
3/31/2017,162906,231231,32
3/31/2017,162906,306582,8
3/31/2017,162906,306693,6
3/31/2017,165873,222756,3
3/31/2017,813502,143196,5
3/31/2017,813502,143197,9
3/31/2017,813502,186547,21
3/31/2017,813502,187548,12
3/31/2017,813502,187549,12
3/31/2017,813502,220721,21
3/31/2017,813502,220724,8
3/31/2017,813502,221068,5
3/31/2017,813502,231275,17
3/31/2017,813502,436110,9
3/31/2017,817901,143141,9
3/31/2017,817901,143169,14
3/31/2017,817901,143170,3
3/31/2017,817901,180189,9
3/31/2017,817901,180201,3
3/31/2017,817901,186547,12
3/31/2017,817901,195051,13
3/31/2017,817901,220725,3
3/31/2017,817901,436231,9
3/31/2017,817901,442560,3
3/31/2017,847471,220724,5
3/31/2017,847471,220725,9
3/31/2017,847471,220727,3
3/31/2017,856737,143126,6
3/31/2017,856737,143143,15
